code,Barcode,name,Compcode,Compname,Pack,Unit,Location,Expiry,Generic,Saltcode,Strength,saltcode1,Strength1,saltcode2,Strength2,saltcode3,Strength3,Saltcode4,Strength4,Saltcode5,Strength5,Substitute,Saltno,Prate,Tsr,Psc,ptax,Excise,Scm1,scm2,Srate,Sc,Saletype,Stax,Wsrate,Add_sc,Add_tsr,Costrate,opqty,Clqty,status,Vdt,Batchcode,cname_bc,Defqty,BarcodeQty,splrate,Mrp,Ssc,WsNet,SplNet,Hscm,Box,CommonItem,Sscm1,FDis,Sscm2,FDisP,currentScm,ScmFrom,ScmTo,CurrScm1,CurrScm2,TrimName,PresReq,Division,QScm,SconMrp,VAT,Margin,Inclusive,ItemCat,Gdn,PRateCase,PRateBox,Desc1,Desc2,MinQty,MaxQty,ItCase,TRate,Wr,Pic,Mfg,TempOpqty,TempClqty,TempAmt,TempAmt1,TempAmt2,TaxonMrp,ScmPer,IWeight,SubStrenght,ItemRef,MaxInvQty,MaxQtyWr,OpFreeQty,VATonSrate,Exon,ExPer,UnitType,MfgQty,mTag,DisContinue,MfgBy,Vol,VDisP,VDisS,FDisWR,LastYearCost,OpAddQty,SaleLessQty,SplDisQty,SplDisPer,MinGP,LockScm,FullName,RateLock,MinRate,PurExciseAsRate,PurNetRate,CostWFQ,LockBilling,SameBatchCost,EsCode,FdisPWS,ItemType,ItemGroup,HSNCode,CGST,SGST,IGST,GSTCess,IucCode,Flag,miscsettings,SyncMark
3453,,DAPAVEL-M-5/1000 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,76.99,0.00,0.00,0.00,0.00,0,0,85.55,0.00,1,0.00,0.00,N,N,76.99,53,56,,29-Jun-21,N,Y,N,0,$0.00,$119.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DAPAVELM51000MGTAB,N,XENITH,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,5,13,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DAPAVEL-M-5/1000 MG TAB.,1,0,0,0,76.99,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3454,,DAPAVEL-M-5/500 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,63.96,0.00,0.00,0.00,0.00,0,0,71.07,0.00,1,0.00,0.00,N,N,63.96,127,73,,29-Jun-21,N,Y,N,0,$0.00,$99.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DAPAVELM5500MGTAB,N,XENITH,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLDAPAVTB000501,,100,98,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DAPAVEL-M-5/500 MG TAB.,1,0,0,0,63.96,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3455,,XYGREL-60 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,143.84,0.00,0.00,0.00,0.00,0,0,159.82,0.00,1,0.00,0.00,N,N,143.84,19,23,,03-Jul-21,N,Y,N,0,$0.00,$223.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,XYGREL60MGTAB,N,VECTOR,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,29,29,,,,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,XYGREL-60 MG TAB.,1,0,0,0,143.84,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3456,,VASOGLOR-60 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,143.84,0.00,0.00,0.00,0.00,0,0,159.82,0.00,1,0.00,0.00,N,N,143.84,40,10,,03-Jul-21,N,Y,N,0,$0.00,$223.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VASOGLOR60MGTAB,N,XENITH,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,50,50,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VASOGLOR-60 MG TAB.,1,0,0,0,143.84,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3457,,LEVERA-RTU-1000 INJ.,1,INTAS,1*100 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,115.39,0.00,0.00,0.00,0.00,0,0,128.21,0.00,1,0.00,0.00,N,N,80.77,24,0,,06-Jul-21,N,Y,N,0,$0.00,$179.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,LEVERARTU1000INJ,N,ALTIMA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLLEVERIN100000,,24,24,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,LEVERA-RTU-1000 INJ.,1,0,0,0,80.77,N,0,0,0,00,0,30049082,6,6,12,0,,,,
3458,,MEGATAS-S-25 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,303.43,0.00,0.00,0.00,0.00,0,0,337.14,0.00,1,0.00,0.00,N,N,303.43,16,18,,07-Jul-21,N,Y,N,0,$0.00,$472.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MEGATASS25MGTAB,N,ALEDA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,8,6,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MEGATAS-S-25 MG TAB.,1,0,0,0,303.43,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3459,,MEGATAS-S-50 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,404.68,0.00,0.00,0.00,0.00,0,0,449.64,0.00,1,0.00,0.00,N,N,404.68,30,22,,07-Jul-21,N,Y,N,0,$0.00,$629.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MEGATASS50MGTAB,N,ALEDA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,4,4,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MEGATAS-S-50 MG TAB.,1,0,0,0,404.68,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3460,,ALOATM-5% SOL.,1,INTAS,1*60 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,530.36,0.00,0.00,0.00,0.00,0,0,589.29,0.00,1,0.00,0.00,N,N,530.36,2,5,,07-Jul-21,N,Y,N,0,$0.00,$825.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ALOATM5SOL,N,ASPIRA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLALOATSN000500,,4,6,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ALOATM-5% SOL.,1,0,0,0,530.36,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3461,,ROSUCREST-AS-10 MG CAP.,11,C.M.R. L,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,54.64,0.00,0.00,0.00,0.00,0,0,60.71,0.00,1,0.00,0.00,N,N,49.67,19,31,,11-Jul-21,N,Y,N,0,$0.00,$85.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ROSUCRESTAS10MGCAP,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,27,33,,,,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ROSUCREST-AS-10 MG CAP.,1,0,0,0,49.67,N,0,0,0,00,0,30042062,6,6,12,0,,,,
3462,,ROSUCREST-AS-20 MG CAP.,11,C.M.R. L,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,61.07,0.00,0.00,0.00,0.00,0,0,67.86,0.00,1,0.00,0.00,N,N,55.52,75,52,,11-Jul-21,N,Y,N,0,$0.00,$95.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ROSUCRESTAS20MGCAP,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,61,59,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ROSUCREST-AS-20 MG CAP.,1,0,0,0,55.52,N,0,0,0,00,0,30042062,6,6,12,0,,,,
3463,,TENDO PRO TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,194.18,0.00,0.00,0.00,0.00,0,0,211.53,0.00,1,0.00,0.00,N,N,176.54,125,64,,14-Jul-21,N,Y,N,0,$0.00,$312.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,TENDOPROTAB,N,HEALTHCARE,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,0,-18,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,TENDO PRO TAB.,1,0,0,0,194.19,N,0,0,0,00,0,21069099,9,9,18,0,,,,
3464,,VOGLINORM-R-0.5 MG TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,82.29,0.00,0.00,0.00,0.00,0,0,91.43,0.00,1,0.00,0.00,N,N,82.29,16,0,,28-Jul-21,N,Y,N,0,$0.00,$128.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VOGLINORMR05MGTAB,N,CARSYON-4,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,16,16,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VOGLINORM-R-0.5 MG TAB.,1,0,0,0,82.29,N,0,0,0,00,0,30049079,6,6,12,0,,,,
3465,,VOGLINORM-R-1 MG TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,96.43,0.00,0.00,0.00,0.00,0,0,107.14,0.00,1,0.00,0.00,N,N,96.43,10,0,,28-Jul-21,N,Y,N,0,$0.00,$150.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VOGLINORMR1MGTAB,N,CARSYON-4,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,10,10,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VOGLINORM-R-1 MG TAB.,1,0,0,0,96.43,N,0,0,0,00,0,30049079,6,6,12,0,,,,
3466,,FEXOVIR-AM TAB.,18,VIRACARE,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,141.57,0.00,0.00,0.00,0.00,0,0,160.60,0.00,1,0.00,0.00,N,N,128.70,66,257,,12-Aug-21,N,Y,N,0,$0.00,$220.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FEXOVIRAMTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,157,417,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FEXOVIR-AM TAB.,1,0,0,0,128.7,N,0,0,0,00,0,300490,6,6,12,0,,,,
3467,,TRAVOTAS E/D.,1,INTAS,1*3 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,315.64,0.00,0.00,0.00,0.00,0,0,350.71,0.00,1,0.00,0.00,N,N,284.08,6,0,,13-Aug-21,N,Y,N,0,$0.00,$491.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,TRAVOTASED,N,OPTIMA-1,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLTRAVOEDXXXX00,,6,5,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,TRAVOTAS E/D.,1,0,0,0,284.08,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3468,,LEVACETAM-1000 MG TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,228.86,0.00,0.00,0.00,0.00,0,0,254.29,0.00,1,0.00,0.00,N,N,228.86,8,10,,17-Aug-21,N,Y,N,0,$0.00,$356.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,LEVACETAM1000MGTAB,N,SYNAPSE,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,7,10,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,LEVACETAM-1000 MG TAB.,1,0,0,0,228.86,N,0,0,0,00,0,30049082,6,6,12,0,,,,
3469,,VENTAB PLUS 100 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,192.86,0.00,0.00,0.00,0.00,0,0,214.29,0.00,1,0.00,0.00,N,N,192.86,34,87,,17-Aug-21,N,Y,N,0,$0.00,$300.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VENTABPLUS100MGTAB,N,AVANTA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLVENTATB010001,,23,30,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VENTAB PLUS 100 MG TAB.,1,0,0,0,192.86,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3470,,REJUNEX PLUS-NF CAP.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,118.76,0.00,0.00,0.00,0.00,0,0,131.96,0.00,1,0.00,0.00,N,N,118.76,55,13,,03-Sep-21,N,Y,N,0,$0.00,$184.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,REJUNEXPLUSNFCAP,N,AVANTA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,59,55,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,REJUNEX PLUS-NF CAP.,1,0,0,0,118.76,N,0,0,0,00,0,30045020,6,6,12,0,,,,
3471,,BRIVAZEN SYP.,1,INTAS,1* 200 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,647.36,0.00,0.00,0.00,0.00,0,0,719.29,0.00,1,0.00,0.00,N,N,647.36,5,11,,03-Sep-21,N,Y,N,0,$0.00,"$1,007.00",$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,BRIVAZENSYP,N,AVANTA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,6,5,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,BRIVAZEN SYP.,1,0,0,0,647.36,N,0,0,0,00,0,30049082,6,6,12,0,,,,
3472,,LONITAB-2.5 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,118.75,0.00,0.00,0.00,0.00,0,0,142.50,0.00,1,0.00,0.00,N,N,102.60,130,98,,07-Sep-21,N,Y,N,0,$0.00,$199.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,LONITAB25MGTAB,N,ADRINA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,130,92,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,LONITAB-2.5 MG TAB.,1,0,0,0,102.6,N,0,0,0,00,0,30049077,6,6,12,0,,,,
3473,,ELERICH-PLUS CAP.,11,C.M.R. L,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,421.02,0.00,0.00,0.00,0.00,0,0,467.80,0.00,1,0.00,0.00,N,N,382.75,29,0,,12-Sep-21,N,Y,N,0,$0.00,$690.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ELERICHPLUSCAP,N,MAIN,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,29,29,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ELERICH-PLUS CAP.,1,0,0,0,382.75,N,0,0,0,00,0,21069099,9,9,18,0,,,,
3474,,INTAVISC-PF INJ.,1,INTAS,1*3 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,68.35,0.00,0.00,0.00,0.00,0,0,75.94,0.00,1,0.00,0.00,N,N,68.35,0,0,,14-Sep-21,N,Y,N,0,$0.00,$106.32,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,INTAVISCPFINJ,N,OPTIMA-1,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,IPLINTAVIJXXXX08,,0,0,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,INTAVISC-PF INJ.,1,0,0,0,68.35,N,0,0,0,00,0,30067000,6,6,12,0,,,,
3475,,KWIKGEST-SR-200 MG TAB.,33,MESPA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,275.79,0.00,0.00,0.00,0.00,0,0,306.43,0.00,1,0.00,0.00,N,N,212.15,37,69,,18-Sep-21,N,Y,N,0,$0.00,$429.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,KWIKGESTSR200MGTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,57,57,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,KWIKGEST-SR-200 MG TAB.,1,0,0,0,275.79,N,0,0,0,00,0,30043919,6,6,12,0,,,,
3476,,KWIKGEST-SR-300 MG TAB.,33,MESPA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,359.35,0.00,0.00,0.00,0.00,0,0,399.28,0.00,1,0.00,0.00,N,N,326.69,50,0,,18-Sep-21,N,Y,N,0,$0.00,$559.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,KWIKGESTSR300MGTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,100,100,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,KWIKGEST-SR-300 MG TAB.,1,0,0,0,326.69,N,0,0,0,00,0,30043919,6,6,12,0,,,,
3477,,FERTIGOOD-F TAB.,33,MESPA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,151.94,0.00,0.00,0.00,0.00,0,0,168.82,0.00,1,0.00,0.00,N,N,138.13,287,306,,18-Sep-21,N,Y,N,0,$0.00,$249.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FERTIGOODFTAB,N,MAIN,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,293,401,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FERTIGOOD-F TAB.,1,0,0,0,138.13,N,0,0,0,00,0,210690,9,9,18,0,,,,
3478,,FIBRMIST TAB.,33,MESPA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,227.60,0.00,0.00,0.00,0.00,0,0,252.89,0.00,1,0.00,0.00,N,N,206.91,80,14,,18-Sep-21,N,Y,N,0,$0.00,$373.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FIBRMISTTAB,N,MAIN,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,24,13,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FIBRMIST TAB.,1,0,0,0,206.91,N,0,0,0,00,0,29420090,9,9,18,0,,,,
3479,,PEAKRISE-XT TAB.,33,MESPA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,88.07,0.00,0.00,0.00,0.00,0,0,97.86,0.00,1,0.00,0.00,N,N,62.68,50,0,,18-Sep-21,N,Y,N,0,$0.00,$137.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PEAKRISEXTTAB,N,MAIN,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,50,50,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PEAKRISE-XT TAB.,1,0,0,0,62.68,N,0,0,0,00,0,210690,9,9,18,0,,,,
3480,,PEAKRISE-FORTE TAB.,33,MESPA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,88.07,0.00,0.00,0.00,0.00,0,0,97.86,0.00,1,0.00,0.00,N,N,72.67,189,0,,18-Sep-21,N,Y,N,0,$0.00,$137.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PEAKRISEFORTETAB,N,MAIN,N,0,12.5,0,Y,0,0,0,0,,,0,0,0,0,W,,,299,299,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PEAKRISE-FORTE TAB.,1,0,0,0,72.67,N,0,0,0,00,0,21069099,9,9,18,0,,,,
3481,,OSTGUD TAB.,33,MESPA,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,73.93,0.00,0.00,0.00,0.00,0,0,82.14,0.00,1,0.00,0.00,N,N,67.21,91,33,,18-Sep-21,N,Y,N,0,$0.00,$115.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,OSTGUDTAB,N,MAIN,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,181,173,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,OSTGUD TAB.,1,0,0,0,73.93,N,0,0,0,00,0,300490,6,6,12,0,,,,
3482,,ITASPOR-SB-FORTE CAP.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,120.02,0.00,0.00,0.00,0.00,0,0,133.36,0.00,1,0.00,0.00,N,N,96.02,43,14,,07-Oct-21,N,Y,N,0,$0.00,$186.70,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ITASPORSBFORTECAP,N,AYOKKA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,41,41,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ITASPOR-SB-FORTE CAP.,1,0,0,0,96.02,N,0,0,0,00,0,30049029,6,6,12,0,,,,
3483,,SUBAWIN-100 MG CAP.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,112.35,0.00,0.00,0.00,0.00,0,0,133.36,0.00,1,0.00,0.00,N,N,97.69,102,147,,07-Oct-21,N,Y,N,0,$0.00,$186.70,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,SUBAWIN100MGCAP,N,ADRINA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,77,67,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,SUBAWIN-100 MG CAP.,1,0,0,0,97.69,N,0,0,0,00,0,30049029,6,6,12,0,,,,
3484,,PETRIL-LITE TAB.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,51.43,0.00,0.00,0.00,0.00,0,0,57.14,0.00,1,0.00,0.00,N,N,51.43,20,0,,18-Oct-21,N,Y,N,0,$0.00,$80.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PETRILLITETAB,N,SYNAPSE,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,20,20,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PETRIL-LITE TAB.,1,0,0,0,51.43,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3485,,INTAGLIP-OD-50 MG TAB.,1,INTAS,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,63.64,0.00,0.00,0.00,0.00,0,0,70.71,0.00,1,0.00,0.00,N,N,63.64,29,0,,20-Oct-21,N,Y,N,0,$0.00,$99.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,INTAGLIPOD50MGTAB,N,SUPRIMA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,29,29,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,INTAGLIP-OD-50 MG TAB.,1,0,0,0,63.64,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3486,,MOXIGRAM-DM E/D.,2,MICRO,1*5 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,81.64,0.00,0.00,0.00,0.00,0,0,90.71,0.00,1,0.00,0.00,N,N,81.64,102,51,,03-Nov-21,N,Y,N,0,$0.00,$127.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MOXIGRAMDMED,N,OPTHA,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,91,45,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MOXIGRAM-DM E/D.,1,0,0,0,81.64,N,0,0,0,00,0,30049087,6,6,12,0,,,,
3487,,AVOPROST CAP.,2,MICRO,1*10,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,174.86,0.00,0.00,0.00,0.00,0,0,194.29,0.00,1,0.00,0.00,N,N,145.66,7,0,,03-Nov-21,N,Y,N,0,$0.00,$272.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AVOPROSTCAP,N,HEALTHCARE,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,7,7,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AVOPROST CAP.,1,0,0,0,145.66,N,0,0,0,00,0,30049099,6,6,12,0,,,,
3488,,CITALIFT SYP.,2,MICRO,1*200 ML.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,102.86,0.00,0.00,0.00,0.00,0,0,114.29,0.00,1,0.00,0.00,N,N,73.46,22,10,,03-Nov-21,N,Y,N,0,$0.00,$160.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CITALIFTSYP,N,HEALTHCARE,N,0,4,0,Y,0,0,0,0,,,0,0,0,0,W,,,22,22,,,,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CITALIFT SYP.,1,0,0,0,73.46,N,0,0,0,00,0,30049099,6,6,12,0,,,,
